MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,FractionCSP3,FormalCharge,NumChiralCenters,MolarRefractivity,NumAliphaticRings,NumBindingSiteAtoms,NumWaterMolecules,MinDistCofactor,NumPhosphateContacts,NumContacts_3_5A,NumBaseCentroidContacts,BindingPocketVolume,ElectrostaticScore,LigandBurialFraction,IsHelixSite,IsLoopSite,IsJunctionSite,FracA,FracU,FracG,FracC,FracI,NumMetal_CA,MinDistMetal_CA,NumMetal_FE,MinDistMetal_FE,NumMetal_K,MinDistMetal_K,NumMetal_MG,MinDistMetal_MG,NumMetal_MN,MinDistMetal_MN,NumMetal_NA,MinDistMetal_NA,NumMetal_ZN,MinDistMetal_ZN,AvgLigandChargeMagnitude,AvgReceptorChargeMagnitude,BuriedHBondScore,ChargeRatioPosNeg,DistWeightedChargeSum,ElectrostaticComplementarity,ElectrostaticVariance,HBondSaturationIndex,IdealHBondPairCount,MaxHbondAngleScore,MaxLigandPartialCharge,MaxRepulsiveElectrostaticEnergy,MeanHbondAngleScore,MeanLigandReceptorChargeProduct,MedianHbondDistance,MinAttractiveElectrostaticEnergy,MinLigandPartialCharge,NearbyAcceptors,NearbyDonors,TotalElectrostaticMagnitude,PolarHydrophobicProximityScore,PolarSurfaceContactCount,StericClashCount,SumNegativeReceptorCharge,SumPositiveReceptorCharge,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHeteroatoms,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex,NumNearbyAtoms,MeanDistanceToNearbyAtoms,MinDistanceToReceptor,MaxDistanceToReceptor,DistanceToClosestPhosphate,MonovalentMetalCount,DivalentMetalCount,DistanceToClosestMonovalent,DistanceToClosestDivalent,NumBaseResidues,LigandToReceptorCOM,LigandCoordRange,TotalReceptorPartialCharge,NetChargeBalance,AbsChargeSum,ChargeVariance,ChargeDensity,InverseDistanceSum,NearbyHBondAcceptors,NearbyHBondDonors,Residue_A,Residue_U,Residue_C,Residue_G,Residue_HOH,AffinityValue,Label,Folder,Split
695.812,-6.8275,319.92,12,19,23,1.0,0,17,166.6184,5,199,0,6.12e-08,65,167,5,2475.463318,0.0,0.8,1,0,0,0.285714286,0.214285714,0.285714286,0.214285714,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1734,0.1816,4,0.1967,-705.722,0.4873,0.0004,4000000.0,4,0.0243,0.2107,0.1424,0.0138,0.0049,3.2348,-0.1297,-0.3936,8,5,15.9655,26,4,7,-330.45,65,8.690470014,-1.83735567,8.690470014,0.021555039,0.079646051,638.356,695.4065203,280,0,0,0,0,0,0.875,1.708333333,2.458333333,14.59514507,-0.141919315,1.10679075,-2.534679315,0.985002867,-2.784618248,3.101829328,-0.846724116,1.496802059,1396.897686,47.6972127,43.19995409,26.19995409,30.96960423,23.7752063,16.3674017,12.75946771,12.75946771,9.333721681,9.333721681,6.530222145,6.530222145,-0.76,75892200000000.0,21.69039712,17.6427527,8.990406353,304.5081671,0,0,0,0,0,303.8203027,0,0,0,0,0,0,0.0,0,75.64418657,0.0,7.155998286,10.61962671,28.59858488,135.8022347,45.99967152,0.0,0,0.0,39.21821159,0.0,0,0.0,188.818659,33.15804068,0.0,25.68328649,0.0,16.94210494,0.0,0,117.104811,0.0,0.0,61.6448071,31.65087303,0.0,10.61962671,0.0,0.0,10.21761638,72.58256848,179.2347775,0.0,0.0,26.54972411,0.987810209,0.0,-6.143655476,-18.61685913,-0.511797193,0.0,48,17,19,1,4,0,0,0,19,1,4,5,5,166.6184,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5718.512241,7971.443938,8786.719751,0.650813091,0.907214998,4.14063879,0.000158645,0.759237987,0.05999305,0.553047298,203,4.174,1.737,5.961,2.435,0,0,10.0,10.0,14,5.586,55.67,-24.3,22.164,27.1,0.03311,-0.1197,4048.262,72,62,79,35,19,66,0,1e-07,1,1PBR_Aminoglycoside_derivative_9,Train
320.39,-3.8241,169.24,7,9,10,1.0,0,8,78.6633,2,166,0,6.11e-07,31,131,4,1735.74607,0.0,1.0,1,0,0,0.333333333,0.25,0.25,0.166666667,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.17,0.1816,4,0.1591,-704.538,0.5324,0.0002,4000000.0,4,0.0432,0.2107,0.1557,0.0181,0.0035,3.2262,-0.1292,-0.3948,7,4,8.7375,22,4,8,-194.9,31,8.087867494,-1.445367063,8.087867494,0.057876039,0.274149392,292.166,320.20597,130,0,0,0,0,0,1.409090909,2.363636364,3.090909091,13.28463422,-0.141916184,0.862113867,-2.49606652,0.749294488,-2.755622459,2.394622494,-0.845026703,2.33828281,561.2330622,23.99927104,21.98443189,11.98443189,15.13666667,11.67308906,7.317849017,5.638253582,5.638253582,4.041555261,4.041555261,2.66479175,2.66479175,-0.36,6858000.106,8.653192042,7.95279358,3.935608209,144.0023323,0,0,0,0,0,142.8150611,0,0,0,0,0,0,0.0,0,34.68304503,0.0,4.293598972,5.309813353,17.15915093,61.67305801,19.69639478,0.0,0,0.0,22.46896428,0.0,0,0.0,88.14783309,9.473725908,0.0,12.84164325,0.0,9.882894548,0.0,0,48.83141477,0.0,0.0,43.97747197,5.719716976,0.0,5.309813353,0.0,0.0,15.32642457,23.65021943,87.16240572,0.0,0.0,14.79760014,0.884319455,0.0,-2.833981272,-5.995161149,-0.348516229,0.0,22,10,9,0,2,0,0,0,9,0,2,2,2,78.6633,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990.8277675,2629.146238,2964.331937,0.334249939,0.88692707,3.300347898,0.000895137,0.942484471,0.308681867,0.427438627,170,4.168,1.478,5.956,1.63,0,0,10.0,10.0,12,6.144,52.249,-19.3,18.382,20.9,0.02988,-0.11353,4038.943,58,53,76,30,17,43,0,1.1e-05,0,1PBR_Azepane_aminoglycoside_mimic_1,Train
320.39,-3.8241,169.24,7,9,10,1.0,0,8,78.6633,2,151,0,5e-07,31,65,4,1622.578585,0.0,0.875,1,0,0,0.25,0.25,0.25,0.25,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.17,0.1816,2,0.1846,-704.001,0.5049,0.0002,2000000.0,2,0.0058,0.2107,0.1113,0.0046,0.0035,3.3141,-0.0865,-0.3948,4,3,6.8119,21,2,5,-167.9,31,8.087867494,-1.445367063,8.087867494,0.057876039,0.274149392,292.166,320.20597,130,0,0,0,0,0,1.409090909,2.363636364,3.090909091,13.28463422,-0.141916184,0.862113867,-2.49606652,0.749294488,-2.755622459,2.394622494,-0.845026703,2.33828281,561.2330622,23.99927104,21.98443189,11.98443189,15.13666667,11.67308906,7.317849017,5.638253582,5.638253582,4.041555261,4.041555261,2.66479175,2.66479175,-0.36,6858000.106,8.653192042,7.95279358,3.935608209,144.0023323,0,0,0,0,0,142.8150611,0,0,0,0,0,0,0.0,0,34.68304503,0.0,4.293598972,5.309813353,17.15915093,61.67305801,19.69639478,0.0,0,0.0,22.46896428,0.0,0,0.0,88.14783309,9.473725908,0.0,12.84164325,0.0,9.882894548,0.0,0,48.83141477,0.0,0.0,43.97747197,5.719716976,0.0,5.309813353,0.0,0.0,15.32642457,23.65021943,87.16240572,0.0,0.0,14.79760014,0.884319455,0.0,-2.833981272,-5.995161149,-0.348516229,0.0,22,10,9,0,2,0,0,0,9,0,2,2,2,78.6633,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.068703,2675.752933,2954.379938,0.379121415,0.905690192,3.341666402,0.000808602,0.925346936,0.257322755,0.462563321,155,4.287,1.983,5.991,1.983,0,0,10.0,10.0,12,6.859,54.061,-18.5,17.582,19.7,0.03021,-0.11935,4034.719,55,47,70,17,14,50,0,8e-05,0,1PBR_Azepane_aminoglycoside_mimic_3,Train
483.519,-7.325,288.4,11,15,17,1.0,0,15,109.7608,3,184,0,4.29e-08,48,134,4,2561.450578,0.0,0.775510204,1,0,0,0.266666667,0.2,0.266666667,0.266666667,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1925,0.1816,2,0.1806,-705.337,0.4518,0.0005,2000000.0,2,0.0676,0.2108,0.1734,0.0338,0.0035,3.0154,-0.1142,-0.3936,5,3,14.1608,23,2,5,-265.85,48,8.051136131,-1.860673609,8.051136131,0.003880398,0.167133518,446.223,483.2540424,194,0,0,0,0,0,0.757575758,1.454545455,2.060606061,13.28465053,-0.141919315,0.739943568,-2.547244308,0.615212658,-2.795273975,2.251729318,-0.845248519,2.062732053,984.9475965,36.73939354,33.10012526,17.10012526,23.19794594,17.2564467,10.33482101,8.311148271,8.311148271,6.04717784,6.04717784,4.075635119,4.075635119,-0.6,20352772364.0,12.57602041,10.98374843,5.323875433,213.4249263,0,0,0,0,0,212.1600788,0,0,0,0,0,0,0.0,0,63.71872175,0.0,8.587197943,0.0,28.59858488,98.10393589,13.15163837,0.0,0,0.0,28.59858488,0.0,0,0.0,144.0747997,18.94745182,0.0,6.420821623,0.0,14.11842078,0.0,0,111.2555743,0.0,0.0,28.59858488,0.0,0.0,0.0,0.0,0.0,20.43523276,51.87068692,147.3792216,0.0,0.0,27.81421769,0.42975092,0.0,-6.27535403,-18.66225306,-1.1855831,0.0,33,16,15,1,2,0,0,0,15,1,2,3,3,109.7608,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677.075759,4389.323239,5793.948621,0.462046859,0.757570273,3.729283979,0.000282984,0.886855513,0.176791696,0.338050515,188,4.301,1.898,5.999,2.144,0,0,10.0,10.0,15,5.534,52.674,-22.6,21.348,24.6,0.03172,-0.12021,4043.798,67,56,68,44,19,53,0,2e-06,0,1PBR_Bekanamycin,Train
216.288,-0.13577,66.73,3,4,2,0.416666667,0,0,65.3508,1,122,0,7.04e-07,20,71,2,1394.847964,0.0,0.95,1,0,0,0.3,0.2,0.3,0.2,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1182,0.1814,0,0.1757,-303.332,0.6421,0.0002,0.0,0,0.0,0.1678,0.1173,0.0,0.0036,0.0,-0.1174,-0.3987,2,0,3.7256,17,0,3,-113.8,20,8.196409675,0.201903817,8.196409675,0.201903817,0.0,200.16,216.1374965,84,0,0,0,0,0,1.4375,2.3125,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.979704626,619.1900022,14.2756564,12.92668258,8.926682584,9.558550648,7.38254949,5.593695108,4.199917054,4.199917054,3.065497991,3.065497991,2.158900592,2.158900592,-0.16,49244.06322,7.313372781,4.606837551,2.115728034,100.1026169,0,0,0,0,0,99.23123595,0,0,0,0,0,0,0.0,0,5.647368313,0.0,0.0,15.27079514,11.63762302,12.84164325,13.08951281,40.74429341,0,0.0,20.99051212,0.0,0,0.0,13.08951281,0.0,46.66219946,12.84164325,0.0,5.647368313,0.0,0,0.0,0.0,0.0,5.917906046,41.354422,12.84164325,4.97700327,23.50891456,0.0,4.983978521,5.647368313,30.31331094,0.0,5.828270975,1.545242735,2.284869415,0.916497543,5.040553193,1.669787572,1.401467624,0.0,16,4,4,0,1,1,1,2,4,0,1,1,3,60.9228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.1173228,2032.194556,2206.985845,0.094299346,0.920800901,3.299998503,0.004424432,0.995543888,0.743565092,0.034837104,125,4.343,2.019,5.952,2.676,0,0,10.0,10.0,10,5.231,50.047,-15.4,14.879,17.0,0.03266,-0.1232,3026.703,46,38,45,28,14,35,0,0.0005,0,1PBR_Benzimidazole_16S_A-site_RNA,Train
826.947,-9.7663,443.12,16,22,32,0.939393939,0,20,197.6544,4,242,0,3.56e-08,69,147,6,3583.712414,0.0,0.728395062,1,0,0,0.235294118,0.176470588,0.352941176,0.235294118,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1811,0.1816,3,0.1951,-706.426,0.4773,0.0004,3000000.0,3,0.069,0.2455,0.1609,0.0369,0.0044,2.8145,-0.1357,-0.3887,4,4,16.9017,23,3,7,-353.65,69,13.34355479,-1.897113652,13.34355479,0.012390917,0.057042403,760.419,826.4759968,332,0,0,0,0,0,0.596491228,1.035087719,1.403508772,13.64248218,-0.141921943,0.900712926,-2.533596946,0.829754709,-2.786690829,2.868007902,-0.845270633,1.426413071,1743.947566,60.73866458,54.512792,30.512792,38.2205982,29.00741704,18.50808258,14.32488728,14.32488728,10.14076951,10.14076951,6.841549474,6.841549474,-0.96,5.42e+16,24.61956052,22.7581533,12.55817555,365.266975,0,0,0,0,0,364.4307713,0,0,0,0,0,0,0.0,0,94.07625865,11.81435946,8.587197943,10.61962671,45.75773581,154.1828032,39.39278955,0.0,0,0.0,56.37736251,0.0,0,0.0,212.5258912,38.01025209,0.0,32.10410811,0.0,25.41315741,0.0,0,173.0379745,9.589074368,0.0,78.10971349,10.61962671,0.0,0.0,0.0,0.0,10.21761638,82.85676584,225.2594178,0.0,26.68710958,29.29110576,0.678123613,-2.056176113,-9.399895337,-24.16612728,-3.793558055,0.0,57,24,24,2,2,0,0,0,24,2,2,4,4,197.6544,0,6,6,0,0,0,0,0,0,0,2,2,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7901.308711,11651.75351,13860.52668,0.570058331,0.840642912,4.614443879,0.000106393,0.821604223,0.097551919,0.50778435,246,4.5,1.552,5.983,1.552,0,0,10.0,10.0,17,5.448,55.824,-28.2,25.991,31.8,0.0332,-0.11463,4055.596,83,70,65,47,43,87,0,8e-07,1,1PBR_Bifunctional_aminoglycoside_derivative_1,Train
873.06,-9.8034,431.86,16,24,37,1.0,0,22,214.0256,4,219,0,5.09e-07,97,124,6,3114.729184,0.0,0.69047619,1,0,0,0.266666667,0.2,0.333333333,0.2,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1726,0.1816,2,0.2469,-705.585,0.513,0.0005,2000000.0,2,0.0329,0.2107,0.1582,0.0292,0.0066,2.901,-0.1127,-0.3894,3,3,18.0177,29,2,9,-392.8,97,8.261440484,-1.813977891,8.261440484,0.045777038,0.047615261,796.452,872.5542471,354,0,0,0,0,0,0.583333333,1.016666667,1.366666667,13.53042334,-0.141921943,0.976524733,-2.534836115,0.909869362,-2.786605056,2.9237183,-0.845273284,1.430157453,1707.375924,62.85998492,57.37459932,33.37459932,39.7629343,30.49819817,20.07679432,16.2335772,16.2335772,11.25913305,11.25913305,7.790887696,7.790887696,-0.96,9.82e+17,26.8658356,23.81859472,13.30332895,386.1043949,0,0,0,0,0,385.4358297,0,0,0,0,0,0,0.0,0,91.8811165,0.0,11.44959726,9.799819462,45.75773581,159.9699144,66.57764633,0.0,0,0.0,45.75773581,0.0,0,0.0,262.9841564,28.42117772,0.0,25.68328649,0.0,22.58947325,0.0,0,160.5899046,0.0,0.0,71.68889186,25.93115606,0.0,0.0,23.89516343,0.0,10.21761638,93.11309738,227.1675182,0.0,3.595715622,38.81477215,1.246790856,0.0,-8.842468844,-23.93264112,-1.148156135,3.431802602,60,24,24,2,2,0,0,0,24,2,2,4,4,214.0256,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6866.997862,15310.05354,17670.98092,0.388603094,0.866395228,4.927323124,0.000126168,0.92140525,0.243830721,0.387133491,223,4.435,1.379,5.993,1.647,0,0,10.0,10.0,15,6.048,58.278,-26.2,23.553,29.8,0.03427,-0.11749,4049.629,77,69,59,51,38,71,0,4e-08,1,1PBR_Bifunctional_aminoglycoside_derivative_2,Train
612.766,-5.3692,268.86,10,16,29,1.0,0,12,152.7884,2,187,0,4.27e-07,59,97,4,2676.050466,0.0,0.696428571,1,0,0,0.214285714,0.214285714,0.285714286,0.285714286,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1719,0.1816,0,0.22,-704.415,0.5226,0.0004,0.0,0,0.0,0.2107,0.1301,0.0,0.0057,0.0,-0.1065,-0.3894,4,1,11.6675,22,0,6,-268.15,59,7.787694385,-1.353196283,7.787694385,0.19592134,0.060984337,556.318,612.405792,250,0,0,0,0,0,0.714285714,1.166666667,1.523809524,14.59527862,-0.141916236,1.173917188,-2.483994541,1.065109336,-2.749371835,3.058778946,-0.845176904,1.770079381,966.6534001,41.94865403,38.17924908,24.17924908,26.64743568,20.35732388,14.33012537,11.14002966,11.14002966,7.342147324,7.342147324,4.856108043,4.856108043,-0.64,457029000000.0,21.21001015,19.0039138,11.69932014,268.6040167,0,0,0,0,0,267.9173219,0,0,0,0,0,0,0.0,0,60.89503759,0.0,8.587197943,9.799819462,22.8788679,99.17875271,66.57764633,0.0,0,0.0,22.8788679,0.0,0,0.0,189.1129791,18.94745182,0.0,25.68328649,0.0,11.29473663,0.0,0,73.49546622,0.0,0.0,50.8322235,24.52894676,25.68328649,0.0,0.0,23.89516343,20.43523276,49.04700277,128.3918653,0.0,3.89620786,28.21319657,1.015428045,0.0,-2.663733576,-8.334912788,0.789818514,3.69213006,42,14,16,0,2,0,0,0,16,0,2,2,2,152.7884,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5100.973421,7024.520637,7803.177733,0.653704631,0.900212821,4.179487211,0.000176479,0.756749797,0.058457468,0.551229846,191,4.416,1.677,5.996,2.468,0,0,10.0,10.0,14,6.637,56.489,-22.7,20.654,24.7,0.03169,-0.11885,4039.923,67,60,62,40,25,60,0,1.1e-05,0,1PBR_Bifunctional_aminoglycoside_derivative_3,Train
580.768,-4.5372,250.4,10,14,27,1.0,0,12,150.1184,2,182,0,2.37e-07,55,118,4,2600.400017,0.0,0.740740741,1,0,0,0.266666667,0.2,0.266666667,0.266666667,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1589,0.1816,1,0.214,-705.074,0.4974,0.0004,1000000.0,1,0.0058,0.2107,0.1352,0.0058,0.0048,3.3483,-0.1038,-0.3894,4,1,12.4462,17,1,7,-257.0,55,7.798107066,-1.278851148,7.798107066,0.097520061,0.072788362,524.32,580.4159628,238,0,0,0,0,0,0.675,1.1,1.45,13.76406748,-0.141921943,1.043010218,-2.496698707,1.016681985,-2.760012298,2.980704048,-0.84365181,1.761420774,932.7388466,40.53444047,37.3627525,23.3627525,25.68110919,20.11495366,14.08775516,11.37787259,11.37787259,7.587524541,7.587524541,5.229964564,5.229964564,-0.56,194114000000.0,19.66379922,17.53107775,11.26246175,258.3769263,0,0,0,0,0,257.6993547,0,0,0,0,0,0,0.0,0,51.42131168,0.0,8.587197943,9.799819462,22.8788679,111.5240242,53.48813352,0.0,0,0.0,22.8788679,0.0,0,0.0,175.5270945,9.473725908,0.0,38.52492974,0.0,11.29473663,0.0,0,72.99909442,0.0,0.0,26.05540717,49.05789353,25.68328649,0.0,0.0,23.89516343,10.21761638,49.79089324,118.2854403,0.0,3.934576345,28.50009098,1.313075066,0.0,-4.10510484,-5.363374489,1.712253714,3.723042916,40,14,14,2,0,0,0,0,14,2,0,2,2,150.1184,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4681.165068,6319.638503,6614.823923,0.707677955,0.955375166,4.044535295,0.000204089,0.706535145,0.041962935,0.728688531,186,4.242,1.497,5.995,1.726,0,0,10.0,10.0,15,6.325,54.604,-21.8,19.917,23.8,0.0325,-0.1172,4043.098,63,60,58,45,19,60,0,2.1e-05,0,1PBR_Bifunctional_aminoglycoside_derivative_4,Train
614.734,-5.302,257.28,10,16,29,1.0,0,12,148.8512,2,185,0,7.88e-08,53,110,5,2602.771211,0.0,0.833333333,1,0,0,0.266666667,0.2,0.266666667,0.266666667,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.182,0.1816,1,0.1912,-705.029,0.5293,0.0005,1000000.0,1,0.0006,0.2107,0.1601,0.0006,0.0053,3.1357,-0.1199,-0.3936,6,2,14.4801,18,1,4,-277.15,53,7.761856885,-1.307512287,7.761856885,0.167659577,0.060940295,560.302,614.3738232,250,0,0,0,0,0,0.714285714,1.166666667,1.523809524,15.071786,-0.141916235,1.262024956,-2.477202716,1.174487916,-2.73807685,3.273597262,-0.846767341,1.743641345,906.9825926,40.20816706,36.10131847,24.10131847,25.93575159,19.32986081,14.27502011,11.10821462,11.10821462,7.310790468,7.310790468,4.830505278,4.830505278,-0.64,243769000000.0,22.79942788,19.0039138,11.69932014,264.6438758,0,0,0,0,0,264.0347865,0,0,0,0,0,0,0.0,0,65.46528566,0.0,11.44959726,9.799819462,11.43943395,99.17875271,66.70189745,0.0,0,0.0,11.43943395,0.0,0,0.0,202.3172459,18.94745182,0.0,25.68328649,0.0,5.647368313,0.0,0,73.49546622,0.0,0.0,37.86696181,26.17902562,25.68328649,0.0,0.0,23.89516343,30.65284915,46.26203377,112.4435884,0.0,3.923932533,36.87575369,0.459479491,0.0,-2.590346641,-7.787861574,0.959089559,3.716364578,42,12,16,0,2,0,0,0,16,0,2,2,2,148.8512,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5218.710014,5913.403622,7180.095724,0.726830145,0.823582839,3.999505707,0.000157813,0.686817254,0.035392109,0.696763588,189,4.387,2.105,5.972,2.397,0,0,10.0,10.0,15,5.127,53.111,-21.8,19.697,23.4,0.03061,-0.11534,4042.899,64,62,57,48,21,59,0,5.2e-05,0,1PBR_Bifunctional_aminoglycoside_derivative_5,Train
