MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,FractionCSP3,FormalCharge,NumChiralCenters,MolarRefractivity,NumAliphaticRings,NumBindingSiteAtoms,NumWaterMolecules,MinDistCofactor,NumPhosphateContacts,NumContacts_3_5A,NumBaseCentroidContacts,BindingPocketVolume,ElectrostaticScore,LigandBurialFraction,IsHelixSite,IsLoopSite,IsJunctionSite,FracA,FracU,FracG,FracC,FracI,NumMetal_CA,MinDistMetal_CA,NumMetal_FE,MinDistMetal_FE,NumMetal_K,MinDistMetal_K,NumMetal_MG,MinDistMetal_MG,NumMetal_MN,MinDistMetal_MN,NumMetal_NA,MinDistMetal_NA,NumMetal_ZN,MinDistMetal_ZN,AvgLigandChargeMagnitude,AvgReceptorChargeMagnitude,BuriedHBondScore,ChargeRatioPosNeg,DistWeightedChargeSum,ElectrostaticComplementarity,ElectrostaticVariance,HBondSaturationIndex,IdealHBondPairCount,MaxHbondAngleScore,MaxLigandPartialCharge,MaxRepulsiveElectrostaticEnergy,MeanHbondAngleScore,MeanLigandReceptorChargeProduct,MedianHbondDistance,MinAttractiveElectrostaticEnergy,MinLigandPartialCharge,NearbyAcceptors,NearbyDonors,TotalElectrostaticMagnitude,PolarHydrophobicProximityScore,PolarSurfaceContactCount,StericClashCount,SumNegativeReceptorCharge,SumPositiveReceptorCharge,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHeteroatoms,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex,NumNearbyAtoms,MeanDistanceToNearbyAtoms,MinDistanceToReceptor,MaxDistanceToReceptor,DistanceToClosestPhosphate,MonovalentMetalCount,DivalentMetalCount,DistanceToClosestMonovalent,DistanceToClosestDivalent,NumBaseResidues,LigandToReceptorCOM,LigandCoordRange,TotalReceptorPartialCharge,NetChargeBalance,AbsChargeSum,ChargeVariance,ChargeDensity,InverseDistanceSum,NearbyHBondAcceptors,NearbyHBondDonors,Residue_A,Residue_U,Residue_C,Residue_G,Residue_HOH,AffinityValue,Label,Folder,Split
266.237,-3.32994,136.38,3,9,2,0.5,0,6,63.0421,1,110,15,6.78e-07,1,30,3,1559.969375,0.0,0.947368421,0,0,1,0.416666667,0.166666667,0.083333333,0.333333333,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.204,0.2818,8,0.0063,-3101.132,0.4432,0.0002,1.3333,8,0.0481,0.2419,0.107,0.0146,0.0135,3.0346,-0.0978,-0.3936,5,3,7.8409,39,8,19,-159.85,1,11.57544816,-0.779299887,11.57544816,0.096979875,0.0,254.141,266.0889289,101,0,0,0,0,0,1.526315789,2.315789474,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.048340932,665.4740311,13.56854962,9.800743062,9.800743062,9.096555451,5.712946117,5.712946117,4.325820087,4.325820087,3.101096547,3.101096547,2.167652907,2.167652907,-0.36,32508.12398,13.61518929,5.202687045,2.373218287,106.2134485,0,0,0,0,0,105.4594993,0,0,0,0,0,0,0.0,0,19.74445493,5.559266895,0.0,19.51903521,5.733667477,24.85665557,6.606881965,23.43953729,0,0.0,20.68560304,0.0,0,0.0,45.38213724,9.531400138,23.43953729,6.420821623,0.0,0.0,0.0,0,23.99510084,9.901064579,0.0,30.13992081,0.0,0.0,10.89441972,0.0,0.0,14.95193556,15.57705783,6.982367725,0.0,22.9537985,18.74925228,5.236408127,-0.142126297,0.0,-0.329526644,-0.283507023,0.0,19,4,9,0,1,0,2,2,9,0,1,1,3,57.835,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.5365891,2185.862501,2378.753935,0.283987587,0.918910724,3.210847061,0.001360268,0.958827957,0.380145094,0.270683662,144,4.425,2.759,5.965,3.645,0,0,10.0,10.0,12,28.662,97.925,-27.5,25.691,27.9,0.03346,-0.19097,18999.808,78,0,36,16,43,15,15,3.9e-05,0,3DS7,Train
399.453,-3.01736,185.13,5,11,7,0.6,0,6,97.5114,1,131,7,2.7e-07,30,30,5,1772.404442,0.0,0.888888889,1,0,0,0.272727273,0.181818182,0.545454545,0.0,0,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1952,0.2679,4,0.1344,-3703.12,0.5167,0.0003,1.0,4,0.0796,0.3716,0.1564,0.0287,0.01,3.0128,-0.1132,-0.3875,1,3,11.5389,39,4,27,-223.15,30,10.70222515,-1.278438811,10.70222515,0.212660425,0.351327838,376.269,399.1450638,149,0,0,0,0,0,1.333333333,2.074074074,2.777777778,32.21575238,10.13617015,2.440075131,-2.224018304,2.356795814,-2.331891722,8.159845645,-0.028917529,1.684372886,816.0155084,19.71481399,14.67271281,15.56714,12.79060146,8.388321541,10.5476598,6.605692296,9.130178923,4.614630518,6.61950774,3.041885986,4.859837379,-0.09,1252386.91,21.61485569,9.153338986,4.738573056,157.2434531,0,0,0,0,0,157.0819748,0,0,0,0,0,0,0.0,0,24.84326052,10.89498075,0.0,19.51903521,11.46733495,37.00246279,17.7614764,35.59342421,0,0.0,26.41927052,0.0,0,10.89498075,63.123272,14.63020573,35.59342421,6.420821623,0.0,0.0,0.0,0,47.43366526,20.10639756,0.0,5.817862778,29.09040677,0.0,17.2217398,0.0,6.255769184,14.95193556,16.20419791,7.400314949,0.0,33.53633801,20.81847829,12.02764737,0.0206966,-1.009107216,1.26155758,0.0,-0.64851818,27,6,11,0,1,0,2,2,12,0,1,1,3,93.2844,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170.807976,3766.646932,4948.768394,0.438656208,0.76112815,3.803421015,0.00035062,0.898654957,0.196796746,0.238346854,166,4.461,2.478,5.97,2.478,0,0,10.0,10.0,11,9.37,40.547,-28.0,26.079,29.8,0.03589,-0.16867,27013.887,81,0,21,26,0,84,7,5.7e-07,1,3E5C,Stratified
383.41,-2.91516,185.13,4,12,7,0.571428571,0,5,90.1924,1,121,2,1.54e-07,26,20,4,1701.557574,0.0,0.807692308,1,0,0,0.307692308,0.076923077,0.461538462,0.153846154,0,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1977,0.2644,3,0.1332,-3702.59,0.5023,0.0003,0.75,3,0.0807,0.3716,0.1486,0.0416,0.0102,3.0039,-0.116,-0.3875,0,3,10.0449,36,3,26,-195.25,26,10.5790938,-1.299549922,10.5790938,0.206620187,0.421975762,364.258,383.1137637,141,0,0,0,0,0,1.307692308,2.076923077,2.807692308,32.16649238,10.13624324,2.436711987,-2.160066036,2.3289361,-2.323926009,7.988310567,-0.028852927,1.641092825,785.1972327,18.8445705,13.6337475,14.45024408,12.39675461,7.886002683,9.040703222,5.91836394,7.068193854,4.156498161,5.24511067,2.680570222,3.775890085,-0.09,865189.2928,20.63931099,8.9406568,4.318084044,151.9104676,0,0,0,0,0,151.6931098,0,0,0,0,0,0,0.0,0,24.84326052,11.76188495,0.0,19.51903521,11.46733495,37.00246279,11.50570721,35.59342421,0,0.0,26.41927052,0.0,0,11.76188495,56.86750281,14.63020573,35.59342421,6.420821623,0.0,0.0,0.0,0,36.53868451,20.10639756,0.0,12.2386844,22.66958515,0.0,28.98362475,0.0,0.0,14.95193556,16.20419791,7.271770711,1.369664352,33.22580004,20.57427362,11.89956497,-0.274973267,-1.029894253,-0.869539515,0.0,0.0,26,6,11,0,1,0,2,2,12,0,1,1,3,85.9654,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1543.094205,7081.326297,8343.318181,0.184949701,0.848742208,4.826056882,0.000550026,0.982747988,0.545373748,0.047043,152,4.523,2.608,5.986,2.608,0,0,10.0,10.0,13,10.768,40.923,-24.7,22.952,26.5,0.03576,-0.1625,26013.988,72,0,27,20,6,68,2,10.0,0,3E5E,Train
446.346,-2.79146,185.13,4,11,7,0.6,0,6,95.4944,1,130,0,1.06e-07,28,40,5,1744.862702,0.0,0.888888889,1,0,0,0.272727273,0.181818182,0.545454545,0.0,0,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.264,4,0.1377,-3803.088,1.0,0.0,1.0,4,0.0724,0.0,0.0,0.0275,0.0,3.1784,0.0,0.0,2,3,0.0,36,4,27,-203.3,28,10.71122721,-1.492153001,10.71122721,0.216661339,0.382626344,423.162,447.0895141,149,0,0,0,0,0,1.333333333,2.074074074,2.777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.684372886,816.0155084,19.71481399,14.67271281,16.54928922,12.79060146,8.388321541,12.91877777,6.605692296,11.90225763,4.614630518,8.821015724,3.041885986,6.856086556,0.079480519,1252386.91,21.78035297,9.263930112,4.808229617,158.7782468,0,0,0,0,0,158.7869875,0,0,0,0,0,0,0.0,0,24.84326052,13.90082849,0.0,19.51903521,11.46733495,53.46310411,0.0,35.59342421,0,0.0,26.41927052,0.0,0,0.0,59.26262409,14.63020573,35.59342421,6.420821623,0.0,16.46064132,0.0,0,50.439513,20.10639756,0.0,5.817862778,28.22318339,0.0,17.2217398,0.0,5.822157492,14.95193556,16.20419791,7.429571636,-1.492153001,33.56771018,22.08895534,12.05552849,0.998134093,-0.988852587,-0.575560815,0.0,0.0,27,6,11,0,1,0,2,2,12,0,1,1,3,91.2674,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271.17922,3942.073473,4969.168264,0.457054199,0.793306498,3.634959615,0.000349293,0.889438845,0.177949047,0.237246022,158,4.436,2.599,5.943,2.599,0,0,10.0,10.0,11,9.601,43.576,-25.0,0.0,26.6,0.03484,-0.15823,27015.727,73,0,21,26,0,83,0,10.0,0,3E5F,Train
482.917,-2.11386,181.62,6,9,2,0.590909091,0,9,114.2349,3,113,7,3.01e-07,10,30,3,1687.646555,0.0,0.787878788,1,0,0,0.3,0.2,0.3,0.2,0,6,0.0,0,0,0,0.0,12,2.003406599,0,0.0,0,0.0,0,0.0,0.1621,0.2181,2,0.0492,-3798.897,0.5836,0.0002,0.3333,2,0.0376,0.2303,0.1475,0.023,0.0103,3.1714,-0.1242,-0.5072,3,2,9.3729,31,2,33,-203.05,10,13.47715671,-2.604695059,13.47715671,0.007262535,0.280954562,455.701,482.1455935,180,0,0,0,0,0,1.181818182,1.787878788,2.333333333,35.49569234,9.486068909,2.706993077,-2.596491282,2.579714264,-2.767201886,6.320313005,-0.229784633,1.948868231,1059.076573,24.78157438,18.26660039,19.02252934,15.18320486,10.55577172,10.93373619,9.762024663,10.16922479,7.891201779,8.206172173,6.411272666,6.760061166,-0.11,10976432.09,25.96725216,8.483629814,3.448848701,194.1117091,0,0,0,0,0,194.2196197,0,0,0,0,0,0,0.0,0,39.91624853,29.07460951,0.0,4.899909731,29.40529166,42.79643405,14.09534397,34.03178227,0,0.0,5.733667477,0.0,0,11.60093989,91.45343552,14.38361155,57.70340645,13.34455882,0.0,0.0,0.0,0,76.34668087,39.91624853,0.0,22.57035792,0.0,0.0,23.95638107,14.09534397,0.0,0.0,17.33460737,0.0,6.28678951,40.30459171,55.76874569,0.607503452,-9.081942159,1.504074054,-3.792844983,1.3852287,3.128965132,33,7,10,3,0,1,0,1,11,2,0,2,4,112.2084,0,5,3,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2138.010302,6068.647863,6678.354688,0.320140274,0.908704037,4.041286298,0.000425023,0.947370152,0.32890222,0.317438535,154,4.489,2.693,5.918,2.907,0,1,10.0,2.003,10,29.391,55.101,-25.8,23.503,27.0,0.03661,-0.16753,32954.773,72,0,45,18,16,34,7,8e-10,1,3EGZ,Train
454.332,-2.96818,208.02,4,12,7,0.411764706,-1,10,103.0278,0,170,0,1.63e-07,2,44,3,2818.377627,0.353617748,1.0,0,1,0,0.238095238,0.047619048,0.619047619,0.095238095,0,3,0.0,0,0,2,4.642991923,14,2.106549786,0,0.0,0,0.0,0,0.0,0.2048,0.2697,12,0.0552,-4600.865,0.6211,0.0007,1.7143,12,0.0798,0.3223,0.3098,0.0233,0.0155,2.9559,-0.5025,-0.7563,7,10,13.6593,42,12,31,-217.3,12,12.17923347,-5.145065481,12.17923347,0.1831849,0.0,435.18,454.0895134,167,0,0,0,0,0,1.096774194,1.741935484,2.387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.082826459,1298.720007,23.08505748,16.36712872,17.26155591,14.36889972,8.962188586,10.4576337,7.020746913,8.216057347,4.749247865,5.224607628,3.021467715,3.362583469,-0.09,4085280.587,25.53148447,10.03546398,6.078752735,173.3952593,0,0,0,0,0,173.1429463,0,0,0,0,0,0,0.0,0,43.7842752,19.07170742,0.0,19.51903521,0.0,32.15937356,13.15163837,45.45691649,0,0.0,19.84534717,4.794537184,0,7.822697123,67.49264126,13.88333263,45.45691649,13.8474744,0.0,0.0,0.0,0,50.53524495,34.36711644,0.0,11.16387794,11.03340144,11.12690298,4.567099648,12.13273414,13.8474744,19.47568272,4.893411603,15.96290228,0.0,54.30312964,30.46556137,0.024339185,0.0,3.370979163,-5.512790323,2.169833053,-5.145065481,31,4,13,0,0,1,2,3,14,0,0,0,3,96.7147,0,3,3,0,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329.84698,6787.375581,8810.903191,0.264427713,0.770338231,4.538558975,0.000330639,0.964405508,0.410483407,0.05214863,203,4.569,2.604,5.997,0.0,1,1,4.643,2.107,21,6.313,28.932,-34.3,31.031,35.5,0.03209,-0.16897,30999.295,102,0,67,6,4,93,0,3.75e-08,1,3F2Q,Train
375.361,-2.45318,158.66,4,10,5,0.411764706,0,9,94.3363,0,145,0,1.73e-07,2,25,3,2302.388833,0.0,0.962962963,0,1,0,0.222222222,0.055555556,0.666666667,0.055555556,0,3,0.0,0,0,2,3.63233341,15,9.006370801,0,0.0,0,0.0,0,0.0,0.1771,0.2682,3,0.012,-3601.412,0.6142,0.0002,0.4286,3,0.0361,0.3223,0.0709,0.0257,0.0109,2.8864,-0.1286,-0.3936,4,4,7.4268,38,3,27,-166.2,2,12.10963818,-1.645748404,12.10963818,0.082878401,0.0,356.209,375.1304593,143,0,0,0,0,0,1.0,1.666666667,2.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.299723766,1122.283068,19.8779507,14.69517025,14.69517025,12.72245311,8.24201866,8.24201866,6.438999216,6.438999216,4.527866252,4.527866252,2.860319648,2.860319648,-0.4,876018.0053,21.31225977,8.536718905,4.297530864,151.9378696,0,0,0,0,0,151.5511579,0,0,0,0,0,0,0.0,0,30.01518395,11.24901029,0.0,19.51903521,0.0,32.15937356,13.15163837,45.45691649,0,0.0,14.95193556,4.794537184,0,0.0,67.70575705,4.794537184,45.45691649,13.8474744,0.0,0.0,0.0,0,36.16779142,24.90865655,0.0,17.70863434,11.03340144,11.12690298,4.567099648,12.13273414,13.8474744,14.95193556,5.106527395,1.381515495,0.0,35.01047417,38.77164141,0.672201889,0.0,3.506223781,-4.70460076,2.695877348,0.0,27,4,10,0,0,1,2,3,10,0,0,0,3,88.0232,0,4,4,0,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145.393478,3351.960059,5247.789559,0.408818504,0.638737514,3.883637266,0.000297725,0.912615708,0.254201894,0.063404865,173,4.559,2.867,5.996,5.467,1,0,3.632,10.0,18,6.959,26.213,-27.8,25.543,28.6,0.03048,-0.16069,26998.864,84,0,63,7,1,74,0,3.98e-05,0,3F4G,Train
404.403,-2.95398,161.9,4,11,6,0.444444444,0,9,102.6473,0,152,0,5.86e-07,3,29,3,2329.417693,0.0,1.0,0,0,1,0.235294118,0.058823529,0.647058824,0.058823529,0,3,0.0,0,0,2,4.185188765,11,10.31219676,0,0.0,0,0.0,0,0.0,0.1724,0.2685,4,0.0166,-3901.522,0.6023,0.0002,0.5714,4,0.0499,0.3223,0.0743,0.0207,0.0101,3.005,-0.1283,-0.3936,6,5,7.803,40,4,29,-181.15,3,12.20963818,-1.66220931,12.20963818,0.096483844,0.0,382.227,404.1570084,155,0,0,0,0,0,1.068965517,1.75862069,2.379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.331698751,1171.303678,21.45530097,16.14238385,16.14238385,13.63313671,8.860052648,8.860052648,7.035654116,7.035654116,4.711899649,4.711899649,3.226655282,3.226655282,-0.44,2101730.193,23.22789904,9.366296977,4.751204131,164.0626454,0,0,0,0,0,163.7466092,0,0,0,0,0,0,0.0,0,30.01518395,11.24901029,0.0,24.41894494,0.0,25.23563636,27.24698234,45.58085128,0,0.0,14.95193556,4.794537184,0,0.0,86.70101075,4.794537184,45.58085128,6.9237372,0.0,0.0,0.0,0,36.16779142,24.90865655,0.0,17.70863434,11.03340144,11.25083777,4.567099648,12.13273414,25.9189909,14.95193556,5.106527395,1.381515495,0.0,37.16576866,39.0720781,0.470792948,0.0,3.506223781,-4.755228332,0.803976565,3.688206122,29,4,11,0,0,1,2,3,11,0,0,0,3,96.0362,0,4,4,0,0,0,0,0,0,0,2,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736.224415,3208.095572,5806.572573,0.471228833,0.552493839,3.92066512,0.000201918,0.882010991,0.237563297,0.033429261,182,4.57,2.608,5.989,5.15,1,0,4.185,10.0,17,6.878,26.418,-29.3,26.855,30.1,0.03073,-0.16099,28997.564,88,0,63,11,1,77,0,1e-07,1,3F4H,Train
168.567,-1.29405,77.58,1,5,0,0.0,0,4,42.6022,0,101,10,2.53e-07,0,29,3,1106.278168,0.0,1.0,0,0,1,0.416666667,0.5,0.0,0.083333333,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1767,0.276,10,0.0,-1504.545,0.5,0.0001,2.0,10,0.0356,0.1113,0.0538,0.0177,0.0167,3.2327,-0.0209,-0.3035,10,4,4.4316,32,10,11,-108.7,0,5.670061728,0.113888889,5.670061728,0.113888889,0.0,165.543,168.0076978,55,0,0,0,0,0,1.272727273,2.090909091,2.909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.906594668,394.6721493,7.844934983,5.321519393,6.077448339,5.270856948,2.835695937,3.21366041,1.918498169,2.276511257,1.207223175,1.470745144,0.774532926,0.994434807,0.09,514.3250394,7.724338135,2.854531286,1.353308401,66.62432894,0,0,0,0,0,65.86316856,0,0,0,0,0,0,0.0,0,0.0,11.60093989,0.0,19.93591408,5.733667477,0.0,0.0,28.59264711,0,0.0,25.66958156,0.0,0,11.60093989,0.0,0.0,28.59264711,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.1014491,11.16387794,0.0,6.327320075,0.0,0.0,19.93591408,17.33460737,0.0,5.670061728,15.15811728,0.240740741,6.229228395,0.113888889,0.0,1.365740741,0.0,0.0,11,2,5,0,0,0,2,2,6,0,0,0,2,35.8484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.1340183,423.6488936,828.7720871,0.488836466,0.511176595,2.237502686,0.001261747,0.872375441,0.25036451,1.87e-05,122,4.436,2.804,5.992,5.992,0,0,10.0,10.0,12,13.687,24.714,-23.0,21.87,23.0,0.03249,-0.18852,11021.449,65,0,39,58,4,0,10,7.2e-07,1,3FO4,Train
230.025,-1.50304,89.59,2,6,1,0.0,0,0,46.8861,0,135,9,2.41e-07,0,63,4,1525.920671,0.0,1.0,0,0,1,0.4,0.4,0.066666667,0.133333333,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.2057,0.277,4,0.0,-706.418,0.3587,0.0002,4000000.0,4,0.038,0.2928,0.0739,0.0219,0.0005,3.2397,-0.0824,-0.3684,10,5,6.6752,27,4,7,-142.35,0,11.59043981,-0.564351852,11.59043981,0.006921296,0.0,225.993,228.9599218,62,0,0,0,0,0,1.916666667,2.75,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.914008712,577.786568,11.16277223,8.59963101,7.185627549,7.019744508,4.296441146,3.664079575,2.043672752,2.752951967,1.34103476,1.980334885,0.815271423,1.062530979,0.24,2929.206914,5.863298309,3.183875588,1.2697442,79.1593281,0,0,0,0,0,78.43393405,0,0,0,0,0,0,0.0,0,9.030063419,21.70647664,0.0,18.53813972,5.719716976,0.0,0.0,23.43953729,0,0.0,20.66467729,0.0,0,16.14720974,9.152446305,4.794537184,23.43953729,0.0,0.0,4.235526235,0.0,0,5.559266895,4.794537184,0.0,22.8319342,0.0,14.89750276,0.0,0.0,0.0,26.11516678,4.235526235,22.20916667,2.860655707,19.85508031,0.0,-0.37875,-0.248611111,0.0,1.119125094,0.0,0.0,12,3,6,0,0,0,2,2,7,0,0,0,2,41.3931,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.7415961,1067.284485,1363.012284,0.216976472,0.783033651,2.439591566,0.002647695,0.976176834,0.490305523,0.000204304,149,4.494,1.744,5.965,5.965,0,0,10.0,10.0,15,13.745,26.066,-26.9,26.796,26.9,0.03257,-0.18054,5032.836,76,1,53,71,10,1,9,2.7e-06,0,3FO4_6-bromoguanine,Train
